In-app Purchases,Languages,Size,Original Release Date,Current Version Release Date,game_id
,EN,16166912.0,20/07/2014,8/11/2014,67efbd2b-2006-49be-be29-48832c0e67eb
2.99,EN,91354112.0,14/11/2013,13/07/2016,b2d081bb-1017-438f-9554-195b982f9bd1
,EN,12821504.0,25/01/2016,25/01/2016,3e681bd3-844a-469b-ae10-b08ec8d420ee
,"EN, ES",5524480.0,18/04/2017,23/04/2017,154593a9-0f61-4d26-93c6-6466f5570283
"2.99, 3.99, 7.99",EN,216164352.0,9/05/2017,1/12/2017,93c66b79-871b-451f-9c78-1616e1d98d93
0.99,EN,21647360.0,22/08/2014,28/06/2016,dd94a841-b6b5-40bb-adf2-7a60949c3fe3
,EN,52838400.0,9/11/2014,20/07/2015,60b68703-8bb9-4ce0-85ee-84e49a835953
"7.99, 0.99, 2.99, 1.99, 4.99, 24.99, 14.99, 49.99","EN, JA, KO, ZH, ZH",238941820.0,19/04/2012,1/03/2013,9676c2d5-0924-4c40-827a-7931e1302328
0.99,EN,38543360.0,4/07/2014,4/07/2014,cded0277-e793-4e46-a619-1865a62ebcbd
,EN,125550592.0,5/09/2015,5/09/2015,81533aa3-15a4-406f-9ebd-25b82cc6b9a0
,EN,5369856.0,8/07/2017,8/07/2017,6a6f81b1-7323-4113-944d-4ba1f3b41931
,EN,99052544.0,29/07/2018,3/09/2018,fc74a056-b790-4ea7-a5c3-3358dd8f33f8
,EN,34230272.0,6/04/2015,6/04/2015,a782fc9a-0701-410d-b67b-1a596b5190d7
0.99,EN,197529600.0,16/02/2018,13/02/2019,069b6902-7dec-4e76-b495-bc2060c0f6b9
1.99,EN,17637376.0,5/06/2015,5/06/2015,0a6869a1-b19d-4c0a-a6c0-067da3124a77
,EN,16977920.0,1/12/2015,7/09/2016,59445f7c-6a28-4679-b351-b01db41afc94
"2.99, 0.99",EN,26202112.0,31/07/2015,31/07/2015,776fae2d-df0b-43c2-a709-cd956f9fc344
2.99,EN,70807552.0,31/01/2015,31/01/2015,236360e5-95bc-4c34-b3ad-151c7ea064db
,"CS, DA, NL, EN, FR, DE, HE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH, TR",46645248.0,15/08/2017,15/08/2017,679ce9a1-a57b-4c60-8442-3afc6e01bfab
,EN,25232384.0,7/02/2018,20/03/2018,d203e540-fc33-4ba9-a931-eebb7e3065e1
,"AR, EN",90412032.0,26/04/2016,15/07/2018,df67329d-5de2-4a07-9e8f-f95132761a33
"39.99, 39.99, 25.99, 15.99, 7.99, 3.99, 1.99",EN,135564288.0,22/04/2018,22/04/2018,37bdc7fe-aa10-4678-88ee-c17f8f438564
0.99,EN,164535296.0,30/03/2016,14/04/2016,f283feda-de64-4f6f-b11f-fbfcbce658fb
,EN,180508672.0,9/03/2017,15/05/2019,16a966a6-9377-45f0-82c5-55b09885207f
"1.99, 4.99, 4.99, 4.99, 9.99, 14.99, 4.99, 49.99",EN,427601920.0,23/10/2017,17/12/2018,f23379ff-590b-411f-96e6-ed02d40c26bc
1.99,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",31943680.0,25/03/2016,25/03/2016,52638b06-c7ec-44d3-ae90-f7a64106d0ee
"2.99, 1.99",EN,55102464.0,25/08/2014,4/03/2019,f7775a50-57ed-48fc-86c4-c66eefcd0279
0.99,EN,7905280.0,13/11/2016,7/12/2016,22dfdb47-d8e1-4c8d-846c-25a252828c5d
,EN,55151616.0,28/08/2017,28/08/2017,ba10b7d1-96ea-415f-9fc8-405208b31a64
,EN,17081344.0,8/07/2016,16/08/2016,19d798df-da72-4e22-9a32-6f2513a29501
,EN,16318464.0,28/05/2013,4/04/2017,a5dd498f-38cb-49be-96ec-2b8e85191098
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",41417728.0,26/09/2014,16/06/2017,9c2c4b31-ca34-4db8-a439-2fde4873fbd6
,EN,53926912.0,23/06/2017,23/06/2017,74f5c079-2e83-4c5f-bc99-9d5f8fd65d62
"0.99, 0.99, 0.99",EN,23592960.0,14/06/2011,23/06/2018,ed6371df-abc0-419b-9f27-6deb8c3445c1
"8.99, 3.99, 89.99, 17.99, 0.99, 44.99",EN,255245312.0,1/08/2019,1/08/2019,be8e2450-c477-4fc1-997a-73d3a1cd3078
"7.99, 1.99, 4.99, 9.99, 2.99, 19.99, 0.99, 29.99",EN,57848832.0,23/02/2012,21/12/2017,14f78a31-c968-4f6d-9c47-9c24ad53a1e8
"19.99, 9.99, 4.99, 1.99, 99.99, 49.99, 10.99, 4.99, 19.99, 7.99","ZH, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, TR",180575232.0,24/11/2015,22/07/2019,a73c0205-b337-4a31-948a-cec28994ae44
"0.99, 3.99, 7.99, 16.99, 24.99, 40.99","EN, JA, ZH, ES, ZH",128924672.0,3/03/2016,31/08/2016,540104d6-fb3a-4ee2-9bcf-d7307eab6d98
0.99,"EN, ZH, ZH",24946688.0,29/04/2016,3/01/2019,216f1a61-a6c7-4a5e-b58a-0438c411db16
"1.99, 1.99, 9.99, 2.99, 4.99, 1.99, 5.99, 3.99, 2.99",EN,17246208.0,1/11/2015,1/12/2015,91da37ba-4be2-4182-8089-95ebdc3bef77
,EN,179936256.0,18/12/2017,18/12/2017,58868b48-79f8-4ad8-a154-cc990d6c0bff
,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",196321280.0,2/10/2013,23/10/2018,def9f401-9ae9-4aa0-a1e4-d5ed54fa4c16
,EN,11497472.0,25/02/2016,25/02/2016,9c853d89-436f-4577-b3da-f92a77416b6f
"19.99, 4.99, 9.99, 49.99, 99.99, 1.99, 4.99, 0.99, 4.99, 2.99","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",378431488.0,2/11/2016,22/07/2019,72d430bc-b625-48aa-9d95-ce4a7878c526
,EN,19860480.0,4/12/2017,4/12/2017,efe7e436-6409-4d0e-8583-75884279357c
,EN,26705920.0,24/06/2015,3/07/2017,006ff647-f393-4ed6-9dc8-65912e226f06
"0.99, 7.99, 2.99, 1.99, 6.99, 29.99, 0.99, 1.99, 1.99, 1.99",EN,142524416.0,18/07/2016,14/06/2019,f04ffb16-8727-48bc-ae55-09c6ec4bc24f
,EN,27389952.0,29/06/2017,29/06/2017,484e58d4-f7a8-46bb-a1b6-34e92bba6acd
4.99,EN,665720832.0,23/09/2017,25/09/2018,666d815e-3539-4038-b8f4-fffe2cf618f8
"1.99, 2.99, 3.99",EN,253535232.0,28/11/2017,20/02/2019,78d80a8f-0d59-450a-a273-2b1ad0fc7a16
"9.99, 4.99, 9.99, 19.99, 19.99, 9.99, 9.99, 4.99, 4.99, 19.99",EN,183872512.0,27/11/2018,31/07/2019,dc172d60-6f99-4f39-bde3-bda219258f13
"0.99, 2.99, 9.99",EN,31121408.0,29/06/2014,29/06/2014,c8fea4eb-ea0d-45d4-b85d-e01a8499a1db
,"EN, FR, JA, PT, ES",31207424.0,27/01/2014,14/10/2015,67ecd7b5-a9fb-499c-b3ed-69e0c1afb27e
,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",24885248.0,10/11/2017,11/12/2017,6458b992-90ff-4479-a137-df7416a3a8ae
,EN,10296320.0,2/08/2014,18/08/2017,4176ce42-6b6e-47bb-8b19-0a912df34681
,EN,312237056.0,30/08/2018,17/07/2019,7bbbc2be-5291-4aea-a7f0-ad00cb0e0a0a
,EN,25068544.0,31/03/2017,31/03/2017,293ffcf2-3539-4419-8e34-d201ef013118
"7.99, 7.99, 2.99, 7.99, 2.99, 2.99, 2.99, 7.99, 2.99, 2.99","EN, JA",77926400.0,2/07/2018,30/07/2019,3062e5a9-0387-45cc-9f13-dd56ae02c3f5
"3.99, 10.99, 99.99, 0.99, 4.99, 14.99, 29.99, 0.99, 49.99, 4.99",EN,347042816.0,8/12/2018,8/12/2018,cd7e8cd3-414e-449d-b763-145fc8002565
,"EN, ID, JA, KO, PT, RU, ZH, ES, TH",992248832.0,10/11/2018,21/12/2018,04c5d8e1-561c-4fbd-a19a-d45fb40457b0
0.99,EN,71949312.0,28/09/2017,10/04/2019,75e27173-f639-4717-b583-2536ed7af52f
,"EN, DE, SE, ES",35758080.0,2/10/2011,8/10/2013,242a92bb-42bb-4472-a6d6-55299086ca93
,EN,169584640.0,17/04/2017,17/04/2017,144fddaf-2432-4390-ba5e-6602d9379741
"7.99, 2.99, 2.99, 1.99, 2.99, 3.99, 2.99","EN, FR, DE, IT, PL, PT, RU, ZH, ES, ZH",18223104.0,1/03/2012,12/05/2016,7261715d-0352-4a06-a6d9-f27337660e4b
,EN,16654336.0,19/08/2017,27/02/2018,57ce5f98-687c-417a-8bb0-5b104323ea6e
,EN,20406272.0,8/01/2016,8/01/2016,af1ea861-91b7-4bc3-81da-13952445476b
"49.99, 0.99, 19.99, 99.99, 9.99, 4.99",EN,369098752.0,14/12/2018,14/12/2018,ca39866f-7150-48c3-813b-02c400686a6e
1.99,EN,158439424.0,13/08/2018,13/08/2018,6c1a8d50-70c9-4ad0-8507-091cd927e5b3
"0.99, 0.99, 3.99, 1.99, 7.99, 15.99, 19.99",EN,145394688.0,12/04/2019,23/07/2019,3898677f-a13b-48be-a7df-723b4453c186
0.99,EN,13913088.0,24/03/2019,5/04/2019,79e1977f-2ddc-4dbf-bf50-b60919e30475
,EN,23015424.0,24/04/2015,24/04/2015,ba095e91-e604-421f-9c43-7e3e27946285
19.99,EN,105783296.0,30/10/2015,30/10/2015,1b474437-e287-42e3-8a52-890f1494659a
,EN,20854784.0,29/03/2018,16/01/2019,518b6b2b-60e1-49d5-a838-6713d5a342b1
"1.99, 4.99, 9.99, 9.99, 4.99, 1.99, 19.99, 0.99, 4.99, 9.99","ZH, EN, FR, DE, IT, JA, RU, ES",171666432.0,8/11/2016,27/07/2019,ac48a40d-8590-47a7-abd0-3a0dbccad3e5
,"EN, ZH",31543296.0,28/03/2015,25/04/2016,14cf880d-f196-48b5-a992-ae8810a99fab
"2.99, 2.99, 1.99, 0.99, 0.99, 2.99","AR, EN, FR, DE, ID, IT, JA, KO, MS, PT, RU, ZH, ES, TH, ZH, TR, VI",75043840.0,1/02/2019,1/02/2019,6af3444c-e573-465d-be28-e1bd1365321b
,"EN, JA",42607616.0,15/04/2019,15/04/2019,3f57aa16-d8c7-4f41-b37b-9841864619d1
,EN,18450432.0,11/04/2012,23/05/2018,2a12bc4b-48a1-496d-9a4f-ab5e961367f8
,EN,17013760.0,3/07/2017,3/07/2017,ef6fc82f-29fe-4515-9a2d-8fac4b47491b
2.99,EN,54874112.0,25/10/2014,25/10/2014,a1458048-11f3-4e11-beea-73372bb0b17f
,EN,89440256.0,20/11/2015,7/12/2018,7043ceb3-44c6-4abb-9181-b35d6a6e605e
"1.99, 1.99","EN, DE, JA, ZH, TH",65423360.0,10/08/2014,5/06/2018,b4579e09-f5a7-496a-936a-0662951b01df
,EN,3674112.0,4/08/2013,4/08/2013,05a3f068-8ef2-4d0b-a220-eb8f37432cb8
,"EN, FR",246127616.0,19/12/2013,23/07/2019,5436d722-075a-461f-bffe-5adbcaf00c89
"0.99, 9.99, 0.99, 29.99, 2.99","EN, ZH, ZH",102481920.0,8/08/2015,28/08/2015,25d0016d-c14a-4958-9900-4631cbe6a2bf
,EN,13052928.0,8/11/2015,18/08/2018,ef6345bc-f706-4116-8792-2f8613960f70
,"EN, DE, JA, ZH",36715520.0,5/01/2012,3/11/2018,78e2c788-c0dc-40cc-b1b3-ee5cfb8ff975
,EN,419716096.0,10/09/2016,15/09/2016,6c1cd7fe-b63f-4cd6-a255-4d9a2bddc11c
,EN,3048448.0,10/12/2013,14/05/2018,57a25c4d-af88-4b10-a078-e5d88f80903e
,"EN, ZH",15326041.0,20/12/2012,17/04/2013,e65515c6-3565-4fe1-bfba-86ffa198e7b0
,EN,470656000.0,30/04/2019,30/04/2019,6b48489a-7be0-4b88-b1b8-c93070797ecc
,EN,3869696.0,5/05/2016,8/05/2016,78fdca10-3615-40c8-8fce-b9e9ea2de3d9
,EN,82495488.0,4/04/2015,10/12/2015,cee5e743-f704-41b4-a024-eebdfe6e32be
"0.99, 4.99",EN,81979392.0,2/08/2018,16/10/2018,48a3f4fc-baee-4910-9d44-606b9b326719
"1.99, 4.99, 9.99, 2.99, 3.99, 0.99, 19.99, 1.99, 49.99, 9.99",EN,230885376.0,27/04/2016,31/10/2018,f9f55537-ea39-47ee-b2f2-200afbb41516
0.99,EN,22996992.0,1/06/2017,1/06/2017,3b421c58-6e40-4c5c-8541-782ebd527120
"4.99, 1.99, 4.99, 1.99, 6.99, 9.99, 9.99, 19.99, 99.99, 19.99",EN,267748352.0,22/11/2018,12/07/2019,7c6a45b6-b862-45dd-b8c5-3354c5dbb51c
"9.99, 19.99, 29.99, 4.99",EN,65347584.0,5/10/2014,5/10/2014,dfe246c2-a901-40e6-8602-0af2915e337f
"1.99, 2.99, 0.99","EN, DE",22675456.0,6/04/2014,6/04/2014,6f1c607d-555f-4a7f-a44b-14dccc6f711f
,EN,46632960.0,12/07/2016,15/07/2016,29c51d3f-076d-41d6-9c5c-66d569ab74c4
1.99,EN,83023872.0,8/09/2016,20/08/2017,4be834a5-2a31-46e2-9874-9f67875fc53e
,EN,41274368.0,7/03/2017,7/03/2017,f97c1801-525e-45a8-898c-d88f25855174
"0.99, 0.99, 4.99, 9.99, 19.99, 39.99, 4.99",EN,167910400.0,3/05/2017,3/05/2017,96ba8dbc-ca26-4ae1-85f7-c7ad27b54171
"0.99, 0.99",EN,56243200.0,10/03/2019,10/03/2019,9def577c-3409-4211-846b-88f53f1b82c3
0.99,EN,5364736.0,25/02/2014,18/05/2017,d73ac6b3-92ee-47e2-8041-3029af08b435
"0.99, 1.99, 0.99",EN,83155968.0,12/12/2018,16/12/2018,15e62b01-a96a-4a38-879b-fc193398332b
0.99,"NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",21555200.0,14/06/2011,17/08/2017,bf20b285-fd92-48e8-8343-64b025ce2e98
,EN,334113792.0,26/06/2018,10/07/2018,78705ed4-f1f5-4bda-beb0-ca4b81561bac
,EN,1874944.0,27/01/2019,27/01/2019,665e234c-bebe-4bc3-821f-c8ea3e13a452
,"EN, ZH",43851776.0,8/10/2014,22/10/2014,72b4bee8-ef07-40c8-9fda-c9b3f96d2745
,EN,266411008.0,5/11/2015,12/12/2016,54ccafb3-5bdd-4939-b4dc-7464b3834bf8
,EN,229924864.0,8/02/2018,8/02/2018,c108f4ba-555d-4bbd-a270-1c72a36a0636
"0.99, 2.99, 2.99, 1.99, 4.99, 1.99, 9.99, 4.99, 4.99, 9.99","EN, FR, DE, RU, ZH, ZH",531649536.0,2/07/2019,20/07/2019,7be44528-045a-4818-ad80-73fc5f4a135e
,EN,5841920.0,11/12/2010,29/06/2017,16cf21b4-4baf-49a3-a986-1d8fd391be8f
2.99,"EN, FR, DE, JA, KO, ZH",34480128.0,2/08/2015,18/08/2015,12aa435b-2054-4edd-a35f-1653d9164336
"1.99, 4.99, 0.99, 2.99",EN,48503516.0,23/04/2012,2/05/2012,3b591e47-c16c-4cb1-bc5c-0923c25d0630
1.99,EN,86605824.0,12/01/2018,31/05/2018,9432b99a-8d16-4acc-bd7a-9d98ff13d83c
,EN,72994816.0,9/09/2016,25/03/2019,f38b8891-e30e-4c06-9e82-53a2d6748db9
"6.99, 2.99, 10.99, 9.99, 4.99, 7.99, 23.99, 99.99, 49.99","ZH, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, TR",290854912.0,14/03/2019,29/05/2019,9e22492b-dfbd-4e8b-979f-424632c482d7
0,EN,104160256.0,30/05/2015,14/06/2017,d892c7ca-e675-445c-93a2-b6ad192ce748
0.99,"EN, TR",27579392.0,14/03/2016,3/03/2018,c92b314d-9407-4dbf-aefc-6908bed4bda9
"0.99, 0.99, 0.99",EN,162406400.0,9/02/2018,25/02/2019,e752fca2-c801-4356-a45a-b0bffff97cfc
,EN,85992448.0,27/06/2017,12/07/2017,4aac06f8-1720-4451-9d81-76fa9437859b
"6.99, 2.99, 0.99, 1.99, 0.99, 4.99, 1.99, 1.99, 9.99, 59.99",EN,195325952.0,4/08/2018,22/01/2019,a10b59e6-94f4-43ef-ba0a-13bd7edb92d3
,ES,101123893.0,16/09/2010,3/01/2012,2a724163-bce2-4ac8-a772-e7f6969a2293
,EN,13679616.0,2/01/2018,2/01/2018,2e545e19-a5c5-4c08-9ab7-e669320152fd
"0.99, 0.99, 4.99, 1.99, 3.99, 2.99",EN,7233536.0,30/09/2014,30/09/2014,9f495291-7c7d-44db-aaf2-4b3f0135560c
4.99,EN,186328064.0,21/06/2019,20/07/2019,f533761a-13af-4ded-8e38-8752d9e33c9c
"2.99, 1.99","AR, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",134140928.0,6/12/2017,17/11/2018,4687f815-674a-443d-8d91-b69186b95b37
,"EN, JA, KO, ZH, ZH, VI",32964608.0,9/03/2016,9/03/2016,fea45ae6-e028-4695-b9df-843768ca234d
,EN,23404544.0,15/04/2016,15/04/2016,1f3b52de-4801-4a27-b0be-ad7c9531e8a8
,"EN, ZH",13581312.0,23/04/2015,24/05/2017,7177ee59-343d-46b2-be97-f9c80da2f98c
"0.99, 0.99, 1.99, 0.99, 0.99, 1.99, 0.99, 0.99, 0.99, 3.99",EN,49139712.0,12/09/2013,4/05/2015,a548b1f9-4856-478e-94f6-c340c867037d
,EN,20113408.0,8/05/2017,8/05/2017,de3635ed-2fa4-428b-89fc-eadf60b72a16
,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",24657920.0,16/10/2013,10/12/2013,4dbaa2dc-a099-4d83-8c10-05caeffc7d7f
,EN,74501120.0,8/09/2016,8/09/2016,351a8677-1a87-4a29-a301-ee7a2e8dd787
,"EN, ES",4674560.0,29/10/2015,27/01/2016,53c4d81c-2cfd-437a-94f6-64c8c2c95209
,EN,53374976.0,30/03/2017,30/03/2017,af528c89-2fa0-4064-ae50-0f9f94531ca9
"0.99, 4.99, 9.99, 19.99, 49.99, 99.99",EN,84147200.0,29/11/2018,21/12/2018,e0afed89-bbdf-4bd1-a746-a72708418300
"4.99, 19.99, 9.99",EN,66203648.0,14/11/2014,14/11/2014,8094ccbc-cafb-4129-9f45-7921d57e6056
,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",37528576.0,25/06/2014,10/06/2018,6bac3e9d-e30a-4912-83e3-740756ef4ae8
,EN,138524672.0,20/12/2017,6/06/2018,8162d58e-ca11-46af-8ef4-94fbfb31a52c
1.99,EN,81980416.0,1/12/2018,9/01/2019,19d77ee3-2061-4ea6-a72a-534d57edb231
,EN,40073216.0,16/06/2019,19/06/2019,d203532f-4d6c-4b16-bf52-dbf420351e66
,EN,76089344.0,16/02/2017,16/02/2017,0cfd06e7-3927-4ab2-8b23-92189780fe50
,EN,16939008.0,24/05/2012,26/11/2017,36d72b0d-273b-465a-a356-4cdedb787a49
"0.99, 1.99, 2.99, 3.99, 4.99",EN,148819968.0,5/08/2017,16/08/2017,fc4741e2-a738-4a2a-8a31-4e34a6bdc3b1
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",43712512.0,16/09/2016,16/09/2016,fe53a6ea-af52-4f97-bc2f-cb165f697173
"2.99, 2.99, 3.99, 1.99, 2.99, 2.99, 1.99, 1.99, 0.99, 0.99","EN, JA, ZH",16125952.0,16/02/2017,2/05/2019,8105866d-98e1-4fd3-95e5-40fdaf017c05
"9.99, 0.99, 4.99, 4.99, 19.99, 9.99, 19.99, 49.99, 99.99","NL, EN, FR, DE, IT, RU, ZH, ES, ZH",100179968.0,3/03/2016,31/03/2016,db227ce3-260f-4959-bba3-de4575824e0a
,EN,53907456.0,28/10/2017,12/02/2018,53789d36-1aca-45ef-a6ae-d8c19e490745
2.99,"EN, FR, DE, JA, KO, ZH",29071360.0,31/03/2017,31/03/2017,1188ab6e-1842-4224-b8f9-92f0a6548ec3
"2.99, 4.99, 4.99, 1.99, 0.99, 8.99","EN, ZH",150626304.0,6/03/2019,3/08/2019,e7f12114-ee19-411b-8a9e-d0900ef9f759
"1.99, 4.99, 9.99, 4.99, 1.99, 4.99, 9.99, 19.99, 19.99, 4.99","ZH, EN, DE, PL, PT, RU, ES",281744384.0,6/02/2019,17/05/2019,c32924bc-66aa-4421-b533-93c5c0bf6d1f
,EN,126239744.0,9/09/2016,9/09/2016,ce7ae9dc-41ad-4eb8-aec7-e33490d8a50b
,EN,523935744.0,29/08/2013,18/05/2014,1f41fb2c-d535-4d33-8bf4-7273df3944ed
,"EN, ES",37659648.0,2/02/2013,25/11/2015,8de2cb2b-7ffe-413c-88ee-56a8e92a8eeb
,EN,5398528.0,9/06/2016,9/06/2016,9cfa59ea-d754-46fd-a21d-e9c3e4d0c9ae
,"EN, FR, DE, IT, ES",122971136.0,30/10/2013,19/03/2018,1cae249d-ed15-48da-b267-467d59e81f06
0.99,EN,12156928.0,13/09/2014,3/03/2015,500ac453-743d-463f-937a-f437d6361d3d
"2.99, 2.99, 1.99, 9.99, 9.99, 4.99, 0.99, 0.99, 1.99, 0.99",EN,135830528.0,9/07/2015,10/11/2015,1144ffdd-f304-4a97-b3c2-7e5c04f15bcb
"0.99, 7.99, 2.99, 1.99, 0.99",EN,384206848.0,14/08/2014,13/10/2015,2d34aaa4-09d2-455c-9788-cc0f58931c25
,EN,64557056.0,4/01/2018,23/01/2018,9115f1bb-d1d6-4c21-b8c5-9fe6fe4ffa5c
,EN,87589888.0,7/12/2015,3/01/2016,6743da95-6240-41a5-bee6-6ddc60ea38a0
,EN,73918464.0,29/09/2018,29/09/2018,e767b751-482b-482a-8852-09925c75ecaf
,EN,119320576.0,13/05/2016,13/05/2016,dca74045-26af-46e0-9244-8383865713d6
,EN,30983168.0,13/06/2016,13/10/2016,47bd5666-3241-400c-929c-0687d23c74e9
,EN,20448256.0,4/01/2017,7/01/2017,68d34f42-ca7d-4118-b668-e32fc37d8361
"1.99, 8.99, 1.99, 2.99, 4.99, 9.99, 9.99, 19.99, 49.99",EN,76926976.0,10/11/2016,10/11/2016,c0255165-22d5-44b3-bdfc-2bcf16fa7337
"0.99, 2.99, 1.99, 0.99, 0.99, 2.99, 0.99, 0.99, 0.99, 0.99",EN,58396672.0,2/11/2012,3/11/2015,770d1243-080d-4af0-b83d-acc1e1697699
"4.99, 9.99",EN,479458304.0,18/01/2019,3/04/2019,3c81b214-abe1-4671-9ea0-9f3e9d23ce13
,EN,410958848.0,1/07/2016,1/07/2016,174674db-a818-4b4d-98ff-abad94bfeb50
,EN,6813696.0,21/05/2014,8/03/2017,cd12a942-7f91-4cfa-8db0-257ab074b396
,"EN, ZH",17210368.0,7/11/2017,7/11/2017,5d2c5662-29c0-40eb-8ae8-be19744bdf0c
"6.99, 4.99, 0.99, 2.99, 1.99, 1.99, 15.99, 1.99, 1.99, 1.99","EN, FR, DE, IT, NB, RU, ZH, ES",165281792.0,25/02/2014,19/06/2019,91c649ad-ffd9-49c8-b71d-f9af4eae8cf4
,"EN, ZH",7485440.0,2/02/2017,2/02/2017,97e9a145-a223-4e56-9fca-a426b23fb606
,"EN, FR",34886656.0,17/05/2015,21/06/2018,0d3cb013-0dfa-4b4d-9734-13a76250c065
"0.99, 0.99",EN,57462784.0,2/05/2011,5/08/2014,603b8acb-0001-4d1d-8399-01320ccf9d3c
,EN,116293632.0,23/07/2015,19/12/2015,0c208ea8-55ea-4b39-be9a-95025f7aa385
,EN,16521216.0,3/06/2016,3/06/2016,8476828d-637f-47c1-91d6-24509c645532
,EN,12409856.0,10/12/2016,10/12/2016,728ee781-d9d0-4497-8be0-3851b47e3275
4.99,EN,70571008.0,24/02/2017,24/02/2017,b84465cc-6c7f-4b0c-8759-8b4e57d1bb41
,EN,56207360.0,27/10/2018,27/10/2018,61da4930-39c7-4b2e-a0ca-7b0ff79a39cd
,EN,106398720.0,3/01/2019,3/01/2019,bc9ba2d4-9e47-4f24-8c02-39c9151fa902
0.99,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",33762304.0,11/10/2015,5/01/2018,8fdd9612-cb91-456f-99f5-9550dc108f0a
"1.99, 3.99, 5.99, 19.99, 9.99",EN,124673024.0,26/01/2018,31/05/2018,0a404b5a-526e-4554-80f8-3ceac35c06e9
,EN,66001920.0,9/09/2016,25/06/2018,21fbddb5-0b07-4643-8ee8-aa535d5ac08f
"12.99, 39.99, 6.99, 1.99, 3.99, 0.99",EN,97667072.0,8/11/2011,25/05/2018,009dfa34-ce41-4c25-aae4-532f7f070bad
,EN,27168768.0,27/04/2016,27/04/2016,2c8e34fd-1bea-4da1-95b0-3fe47e256c8f
,"EN, FR, DE, JA, ZH, ZH",65126400.0,5/03/2014,5/03/2014,0b12376a-9069-48d3-b871-f615c6c8276e
,EN,84321280.0,7/11/2015,7/11/2015,b36e417f-c533-48ed-8f74-4c573ccf7df1
"4.99, 9.99, 19.99, 99.99, 49.99, 2.99, 0.99, 9.99","AR, NL, EN, FR, DE, ID, IT, JA, KO, MS, NB, PT, RU, ZH, ES, ZH, TR, VI",202785792.0,26/03/2014,3/07/2019,e0eb8102-e0e4-4b32-a4b2-4e33c309d2c7
,"ZH, DA, NL, EN, FI, FR, DE, EL, IT, JA, KO, MS, NB, PT, RU, ZH, ES, SV, TH, ZH, TR",300408832.0,2/03/2018,2/03/2018,b47e5ea8-7816-4ffd-ac75-d8811426fd23
2.99,EN,9949184.0,23/11/2014,23/11/2014,79e61270-3211-4fa5-b0ae-081891938261
"4.99, 9.99, 1.99, 3.99, 2.99",EN,26853376.0,8/08/2013,30/10/2014,53b152aa-1cef-48d0-83a8-28a914cece3e
,"EN, DE",4449280.0,12/02/2011,8/12/2015,09ca1dc3-8a51-411c-a7ac-c7095ef41a91
0.99,EN,127485952.0,26/10/2016,30/10/2016,f5373059-eebc-4ea4-97b9-a907587a5a0d
,EN,113488896.0,6/02/2019,6/02/2019,1f881583-303c-4d63-8005-5220826593dd
0.99,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",74058752.0,14/06/2015,22/03/2019,0ad110d1-a86f-4a27-a6d6-9c73005cbe57
,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",25384960.0,15/11/2016,15/11/2016,2915fd79-494c-48d2-83e7-189c257bb8c6
,"EN, ZH",9912320.0,23/05/2014,31/05/2014,96970eaa-f39a-45e3-b4bb-2da0df9a4eac
"1.99, 0.99, 4.99, 9.99, 1.99, 1.99, 1.99",EN,46629888.0,7/07/2015,15/12/2016,ebf52891-38cd-4313-8d01-84a4154095d0
"4.99, 9.99, 5.99, 3.99, 6.99, 1.99, 99.99",EN,153996288.0,6/08/2018,6/08/2018,7bae05fa-8bf1-41bc-9b8a-ff3636b119e6
,,6328320.0,30/07/2008,14/11/2013,72bfa472-f799-46c1-aa12-6086807caa36
